station,time,train,platform,route,delayedTime,information,timestampScraping
Pforzheim,15:31,Bus 7,13,"Hauptbahnhof/ZOB, Pforzheim 15:31 - Franziskusstraße, Pforzheim 15:32 - Hauptgüterbahnhof, Pforzheim 15:34",,,2021-12-24 14:47:44.562380
Pforzheim,15:32,Bus 666,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:32 - Leopoldplatz, Pforzheim 15:36 - Turnplatz, Pforzheim 15:37 - Schmuckmuseum, Pforzheim 15:39",,,2021-12-24 14:47:44.563850
Pforzheim,15:32,Bus 666,"ZOB/Hauptbahnhof, Pforzheim","ZOB/Hauptbahnhof, Pforzheim 15:32 - Leopoldplatz, Pforzheim 15:36 - Turnplatz, Pforzheim 15:37 - Schmuckmuseum, Pforzheim 15:39",,,2021-12-24 14:47:44.565216
Pforzheim,15:34,RB 74 (17939),103,Pforzheim Hbf 15:34 - Pforzheim Maihälden 15:36 - Brötzingen Mitte 15:38,,,2021-12-24 14:47:44.566506
Pforzheim,15:34,Bus 5,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:34 - Christophallee, Pforzheim 15:35 - Pfälzer Straße, Pforzheim 15:36 - Zähringer Allee, Pforzheim 15:37",,,2021-12-24 14:47:44.567790
Pforzheim,15:37,Bus 3,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:37 - Bahnhofstraße, Pforzheim 15:38 - Leopoldstraße, Pforzheim 15:40 - Sedanplatz, Pforzheim 15:43",,,2021-12-24 14:47:44.569192
Pforzheim,15:37,Bus 5,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:37 - Bahnhofstraße, Pforzheim 15:38 - Leopoldstraße, Pforzheim 15:40 - Waisenhausplatz, Pforzheim 15:43",,,2021-12-24 14:47:44.570685
Pforzheim,15:38,Bus 2,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:38 - Christophallee, Pforzheim 15:40 - Nordstadtschule, Pforzheim 15:42 - Yorckstraße, Pforzheim 15:43",,,2021-12-24 14:47:44.571988
Pforzheim,15:38,Bus 6,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:38 - Christophallee, Pforzheim 15:40 - Pfälzer Straße, Pforzheim 15:41 - Zähringer Allee, Pforzheim 15:42",15:38,,2021-12-24 14:47:44.573334
Pforzheim,15:40,Bus 16,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:40 - Bahnhofstraße, Pforzheim 15:41 - Leopoldstraße, Pforzheim 15:43 - Waisenhausplatz, Pforzheim 15:45",,,2021-12-24 14:47:44.574595
Pforzheim,15:40,Bus 10,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:40 - Bahnhofstraße, Pforzheim 15:41 - Leopoldplatz, Pforzheim 15:43 - Benckiserpark, Pforzheim 15:46",,,2021-12-24 14:47:44.575893
Pforzheim,15:40,Bus 716,"ZOB/Hauptbahnhof, Pforzheim","ZOB/Hauptbahnhof, Pforzheim 15:40 - Leopoldplatz, Pforzheim 15:44 - Gerbelstraße, Pforzheim 15:46 - Fritz-Erler-Schule Süd, Pforzheim 15:48",,,2021-12-24 14:47:44.577197
Pforzheim,15:42,Bus 6,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:42 - Bahnhofstraße, Pforzheim 15:43 - Leopoldstraße, Pforzheim 15:45 - Waisenhausplatz, Pforzheim 15:48",,,2021-12-24 14:47:44.578487
Pforzheim,15:42,Bus 2,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:42 - Bahnhofstraße, Pforzheim 15:43 - Leopoldplatz, Pforzheim 15:45 - Turnplatz, Pforzheim 15:48",,,2021-12-24 14:47:44.579769
Pforzheim,15:42,Bus 17,13,"Hauptbahnhof/ZOB, Pforzheim 15:42 - Franziskusstraße, Pforzheim 15:43 - Hauptgüterbahnhof, Pforzheim 15:45 - Blücherstraße, Pforzheim 15:46",,,2021-12-24 14:47:44.581020
Pforzheim,15:44,RB 17a (19563),5,Pforzheim Hbf 15:44 - Eutingen(Baden) 15:47 - Niefern 15:50 - Enzberg 15:52,15:44,,2021-12-24 14:47:44.582440
Pforzheim,15:46,S 5,4,Pforzheim Hbf 15:46 - Ispringen 15:49,,,2021-12-24 14:47:44.583677
station,time,train,platform,route,delayedTime,information,timestampScraping
Muehlacker,14:51,Bus 700,"Busbahnhof, Mühlacker","Busbahnhof, Mühlacker 14:51 - Erich Fuchslocher Platz, Mühlacker 14:52 - Karlstraße, Mühlacker 14:54 - Bergstraße, Mühlacker 14:55",,,2021-12-24 14:47:46.737268
Muehlacker,14:53,Bus 102,"Busbahnhof, Mühlacker","Busbahnhof, Mühlacker 14:53 - Kreisberufsschule, Mühlacker 14:54 - Bannholz, Mühlacker 14:55 - Behr, Mühlacker 14:55",,,2021-12-24 14:47:46.741203
Muehlacker,14:54,IRE 1 (19018),2,Mühlacker 14:54 - Pforzheim Hbf 15:02 - Karlsruhe-Durlach 15:18 - Karlsruhe Hbf 15:25,14:54,,2021-12-24 14:47:46.744263
Muehlacker,14:56,RB 17a (19561),1,Mühlacker 14:56 - Mühlacker Rößlesweg 14:58 - Illingen(Württ) 15:01 - Vaihingen(Enz) 15:04 - Sersheim 15:13 - Sachsenheim 15:16 - Ellental 15:20 - Bietigheim-Bissingen 15:24,14:56,,2021-12-24 14:47:46.746553
Muehlacker,14:56,Bus 707,"Bahnhof, Mühlacker","Bahnhof, Mühlacker 14:56 - Erich Fuchslocher Platz, Mühlacker 14:58 - Karlstraße, Mühlacker 14:59 - Goethestraße, Mühlacker 15:00 - Im Käppele, Mühlacker 15:02",,,2021-12-24 14:47:46.748586
Muehlacker,15:01,RB 17a (19566),2,Mühlacker 15:01 - Enzberg 15:04 - Niefern 15:06 - Eutingen(Baden) 15:09 - Pforzheim Hbf 15:13,15:01,,2021-12-24 14:47:46.750879
Muehlacker,15:02,IRE 1 (19019),1,Mühlacker 15:02 - Vaihingen(Enz) 15:07 - Stuttgart Hbf 15:25,15:02,,2021-12-24 14:47:46.752528
Muehlacker,15:03,RE 17b (19648),3,Mühlacker 15:03 - Bretten 15:15 - Bruchsal 15:29 - Bad Schönborn-Kronau 15:36 - Wiesloch-Walldorf 15:41 - Heidelberg Hbf 15:52,15:03,,2021-12-24 14:47:46.754129
Muehlacker,15:03,Bus 103,"Busbahnhof, Mühlacker","Busbahnhof, Mühlacker 15:03 - Kreisberufsschule, Mühlacker 15:04 - Eckenweiher Straße, Mühlacker 15:05 - Rösslesweg, Mühlacker 15:05 - Steinbeisstraße, Mühlacker 15:07",,,2021-12-24 14:47:46.755834
Muehlacker,15:03,Bus 700,"Busbahnhof, Mühlacker","Busbahnhof, Mühlacker 15:03 - Kreisberufsschule, Mühlacker 15:05 - Behr, Mühlacker 15:06 - Lienzingen Friedenstraße, Mühlacker 15:09",,,2021-12-24 14:47:46.757351
Muehlacker,15:03,Bus 105,"Busbahnhof, Mühlacker","Busbahnhof, Mühlacker 15:03 - Industriestraße West, Mühlacker 15:04 - Schulerweg, Mühlacker 15:05 - Mörike Realschule, Mühlacker 15:06 - August Lämmle Straße, Mühlacker 15:07 - Enzkreiskliniken, Mühlacker 15:08",,,2021-12-24 14:47:46.758715
Muehlacker,15:05,Bus 103,"Busbahnhof, Mühlacker","Busbahnhof, Mühlacker 15:05 - Poststraße, Mühlacker 15:05 - Erich Fuchslocher Platz, Mühlacker 15:06 - Karlstraße, Mühlacker 15:07",,,2021-12-24 14:47:46.760103
Muehlacker,15:05,Bus 101,"Busbahnhof, Mühlacker","Busbahnhof, Mühlacker 15:05 - Erich Fuchslocher Platz, Mühlacker 15:06 - Karlstraße, Mühlacker 15:07 - Goethestraße, Mühlacker 15:08",,,2021-12-24 14:47:46.761506
Muehlacker,15:11,Bus 703,"Busbahnhof, Mühlacker","Busbahnhof, Mühlacker 15:11 - Erich Fuchslocher Platz, Mühlacker 15:13 - Karlstraße, Mühlacker 15:14 - Goethestraße, Mühlacker 15:15",,,2021-12-24 14:47:46.762693
Muehlacker,15:22,IRE 1 (19678),2,Mühlacker 15:22 - Pforzheim Hbf 15:30 - Wilferdingen-Singen 15:39 - Karlsruhe-Durlach 15:49 - Karlsruhe Hbf 15:53,15:22,,2021-12-24 14:47:46.763890
Muehlacker,15:23,Bus 101,"Busbahnhof, Mühlacker","Busbahnhof, Mühlacker 15:23 - Kreisberufsschule, Mühlacker 15:24 - Bannholz, Mühlacker 15:25 - Behr, Mühlacker 15:25",,,2021-12-24 14:47:46.765173
Muehlacker,15:29,RB 17a (19518),3,Mühlacker 15:29 - Enzberg 15:32 - Niefern 15:35 - Eutingen(Baden) 15:38 - Pforzheim Hbf 15:42,15:29,,2021-12-24 14:47:46.766501
Muehlacker,15:30,RB 17a (19523),1,Mühlacker 15:30 - Mühlacker Rößlesweg 15:31 - Illingen(Württ) 15:35 - Vaihingen(Enz) 15:38,15:30,,2021-12-24 14:47:46.768011
Muehlacker,15:30,RB 17c (19623),1,Mühlacker 15:30 - Mühlacker Rößlesweg 15:31 - Illingen(Württ) 15:35 - Vaihingen(Enz) 15:38,15:30,,2021-12-24 14:47:46.770037
Muehlacker,15:32,Bus 102,"Busbahnhof, Mühlacker","Busbahnhof, Mühlacker 15:32 - Industriestraße West, Mühlacker 15:33 - Schulerweg, Mühlacker 15:34 - Mörike Realschule, Mühlacker 15:35",,,2021-12-24 14:47:46.771793
Muehlacker,15:35,RB 17c (19618),3,Mühlacker 15:35 - Ötisheim 15:39 - Maulbronn West 15:42 - Ölbronn-Dürrn 15:45,15:35,,2021-12-24 14:47:46.773611
Muehlacker,15:35,Bus 702,"Busbahnhof, Mühlacker","Busbahnhof, Mühlacker 15:35 - Kreisberufsschule, Mühlacker 15:37 - Behr, Mühlacker 15:38 - Lienzingen Friedenstraße, Mühlacker 15:41",,,2021-12-24 14:47:46.774930
Muehlacker,15:37,IC 2161,1,Mühlacker 15:37 - Vaihingen(Enz) 15:42 - Stuttgart Hbf 16:02 - Schwäbisch Gmünd 16:40 - Aalen Hbf 16:57 - Ellwangen 17:08 - Crailsheim 17:23 - Ansbach 17:49 - Nürnberg Hbf 18:18,,,2021-12-24 14:47:46.776071
station,time,train,platform,route,delayedTime,information,timestampScraping
Bretten,14:50,Bus 146,,"Bretten 14:50 - Rinklingen Kirche, Bretten 14:53 - Rinklingen Jahnstraße, Bretten 14:55 - Diedelsheim Rathaus, Bretten 14:59",14:50,,2021-12-24 14:47:49.095096
Bretten,15:00,S 4,1,Bretten 15:00 - Bretten Stadtmitte 15:02,15:00,,2021-12-24 14:47:49.096996
Bretten,15:02,RB 17c (19616),3,Bretten 15:02 - Diedelsheim 15:04 - Gondelsheim(Baden) 15:07 - Gondelsheim Schlossstadion 15:08,15:02,,2021-12-24 14:47:49.098988
Bretten,15:02,RB 17c (19623),6,Bretten 15:02 - Bretten Rechberg 15:03 - Bretten-Ruit 15:06 - Knittlingen-Kleinvillars 15:09,15:02,,2021-12-24 14:47:49.100776
Bretten,15:02,S 4,2,Bretten 15:02 - Wössingen Ost 15:07,15:02,,2021-12-24 14:47:49.102177
Bretten,15:04,Bus 700,,"Bretten 15:04 - Alte Post, Bretten 15:06 - Sporgasse, Bretten 15:08 - Gymnasium, Bretten 15:10",,,2021-12-24 14:47:49.103627
Bretten,15:04,Bus 733,,"Bretten 15:04 - Wilhelmstraße, Bretten 15:06 - Pforzheimer Str., Bretten 15:08 - Hohberghaus, Bretten 15:10",,,2021-12-24 14:47:49.105061
Bretten,15:13,Bus 146,,"Bretten 15:13 - Alte Post, Bretten 15:15 - Sporgasse, Bretten 15:17 - Gymnasium, Bretten 15:19",15:13,,2021-12-24 14:47:49.106571
Bretten,15:16,RE 17b (19648),3,Bretten 15:16 - Bruchsal 15:29 - Bad Schönborn-Kronau 15:36 - Wiesloch-Walldorf 15:41 - Heidelberg Hbf 15:52,15:16,,2021-12-24 14:47:49.107926
Bretten,15:20,S 4,1,Bretten 15:20 - Bretten Stadtmitte 15:22,,Gleiswechsel,2021-12-24 14:47:49.109244
Bretten,15:20,S 4,,Bretten 15:20 - Rinklingen 15:22,,,2021-12-24 14:47:49.110625
Bretten,15:34,Bus 733,,"Bretten 15:34 - Alte Post, Bretten 15:36 - Sporgasse, Bretten 15:38 - Gymnasium, Bretten 15:40 - Schulzentrum, Bretten 15:42 - Im Grüner, Bretten 15:44",,,2021-12-24 14:47:49.111839
Bretten,15:35,Bus 141,,"Bretten 15:35 - Alte Post, Bretten 15:37 - Sporgasse, Bretten 15:40 - Gymnasium, Bretten 15:42",15:35,,2021-12-24 14:47:49.113140
Bretten,15:40,S 4,2,Bretten 15:40 - Rinklingen 15:42,15:40,,2021-12-24 14:47:49.114201
Bretten,15:40,S 4,,Bretten 15:40 - Bretten Stadtmitte 15:42 - Bretten Wannenweg 15:43 - Bretten Schulzentrum 15:45 - Bretten Kupferhälde 15:46 - Gölshausen 15:48,,,2021-12-24 14:47:49.115329
station,time,train,platform,route,delayedTime,information,timestampScraping
Bruchsal,14:48,Bus 125,"Bahnhof, Bruchsal","Bahnhof, Bruchsal 14:48 - Justus-Knecht-Gymnasium, Bruchsal 14:50 - Ernst-Blickle-Straße, Bruchsal 14:54 - SEW, Bruchsal 14:55",14:48,,2021-12-24 14:47:51.535760
Bruchsal,14:48,S 32,1b,Bruchsal 14:48 - Bruchsal Bildungszentrum 14:50,14:48,,2021-12-24 14:47:51.537765
Bruchsal,14:55,Bus 185,"Bahnhof/Hildastraße, Bruchsal","Bahnhof/Hildastraße, Bruchsal 14:55 - Rendezvous, Bruchsal 14:56",14:55,,2021-12-24 14:47:51.539771
Bruchsal,14:56,Bus 181,"Bahnhof/Hildastraße, Bruchsal","Bahnhof/Hildastraße, Bruchsal 14:56 - Rendezvous, Bruchsal 14:58",14:56,,2021-12-24 14:47:51.541575
Bruchsal,15:01,Bus 182,"Bahnhof, Bruchsal","Bahnhof, Bruchsal 15:01 - Siemens, Bruchsal 15:05 - Schwetzinger Str., Bruchsal 15:06 - Schwimmbad, Bruchsal 15:08",,,2021-12-24 14:47:51.543297
Bruchsal,15:02,Bus 183,"Bahnhof/Hildastraße, Bruchsal","Bahnhof/Hildastraße, Bruchsal 15:02 - Kaiserstraße, Bruchsal 15:05 - Pfeilerstraße, Bruchsal 15:06 - Bürgerpark, Bruchsal 15:07",15:02,,2021-12-24 14:47:51.544947
Bruchsal,15:10,Bus 125,"Bahnhof, Bruchsal","Bahnhof, Bruchsal 15:10 - Kaiserstraße, Bruchsal 15:13 - Käthe-Kollwitz-Schule, Bruchsal 15:15 - Krankenhaus/B3, Bruchsal 15:16",,,2021-12-24 14:47:51.546342
Bruchsal,15:12,S 32,1b,Bruchsal 15:12 - Bruchsal Schloßgarten 15:14,,,2021-12-24 14:47:51.547678
Bruchsal,15:15,S 3,3b,Bruchsal 15:15 - Ubstadt-Weiher 15:18,15:15,,2021-12-24 14:47:51.548901
Bruchsal,15:15,S 3,4,Bruchsal 15:15 - Karlsruhe-Durlach 15:31 - Karlsruhe Hbf 15:38,15:18,,2021-12-24 14:47:51.550030
Bruchsal,15:18,Bus 125,"Bahnhof, Bruchsal","Bahnhof, Bruchsal 15:18 - Justus-Knecht-Gymnasium, Bruchsal 15:20 - Ernst-Blickle-Straße, Bruchsal 15:24 - SEW, Bruchsal 15:25",15:18,,2021-12-24 14:47:51.551207
Bruchsal,15:22,IC 2184,3,Bruchsal 15:22 - Wiesloch-Walldorf 15:33 - Heidelberg Hbf 15:44 - Weinheim(Bergstr)Hbf 15:58 - Bensheim 16:08 - Darmstadt Hbf 16:22 - Frankfurt(Main)Hbf 16:40 - Frankfurt(Main)West 16:53 - Friedberg(Hess) 17:15 - Gießen 17:33 - Marburg(Lahn) 17:49 - Treysa 18:14 - Wabern(Bz Kassel) 18:32 - Kassel-Wilhelmshöhe 18:54 - Göttingen 19:16 - Hannover Hbf 19:56 - Celle 20:17 - Uelzen 20:40 - Lüneburg 20:56 - Hamburg-Harburg 21:16 - Hamburg Hbf 21:29 - Hamburg Dammtor 21:36 - Hamburg-Altona 21:46,,,2021-12-24 14:47:51.552567
Bruchsal,15:26,S 31,1b,Bruchsal 15:26 - Bruchsal Bildungszentrum 15:29 - Untergrombach 15:32 - Weingarten(Baden) 15:36 - Karlsruhe-Durlach 15:42 - Karlsruhe Hbf 15:48,,,2021-12-24 14:47:51.553850
Bruchsal,15:26,Bus 181,"Bahnhof/Hildastraße, Bruchsal","Bahnhof/Hildastraße, Bruchsal 15:26 - Rendezvous, Bruchsal 15:28",15:26,,2021-12-24 14:47:51.555149
Bruchsal,15:30,RE 17b (19648),2b,Bruchsal 15:30 - Bad Schönborn-Kronau 15:36 - Wiesloch-Walldorf 15:41 - Heidelberg Hbf 15:52,15:30,,2021-12-24 14:47:51.556542
Bruchsal,15:31,Bus 186,"Bahnhof, Bruchsal","Bahnhof, Bruchsal 15:31 - Salinenstraße, Bruchsal 15:33 - Justus-Knecht-Gymnasium, Bruchsal 15:34 - Ernst-Blickle-Straße, Bruchsal 15:37",,,2021-12-24 14:47:51.557740
Bruchsal,15:31,Bus 183,"Bahnhof, Bruchsal","Bahnhof, Bruchsal 15:31 - Siemens, Bruchsal 15:35 - Schwetzinger Str., Bruchsal 15:36 - Schwimmbad, Bruchsal 15:38",15:31,,2021-12-24 14:47:51.559069
Bruchsal,15:32,S 31,1b,Bruchsal 15:32 - Bruchsal Schloßgarten 15:33,,,2021-12-24 14:47:51.560220
Bruchsal,15:32,Bus 182,"Bahnhof/Hildastraße, Bruchsal","Bahnhof/Hildastraße, Bruchsal 15:32 - Kaiserstraße, Bruchsal 15:35 - Käthe-Kollwitz-Schule, Bruchsal 15:37 - Damianstor, Bruchsal 15:38",,,2021-12-24 14:47:51.561585
Bruchsal,15:35,RB 17c (19627),6,Bruchsal 15:35 - Bruchsal Tunnelstraße 15:37 - Bruchsal Schlachthof 15:39 - Heidelsheim Nord 15:42,15:35,,2021-12-24 14:47:51.562957
Bruchsal,15:37,IC 2266,4,Bruchsal 15:37 - Karlsruhe Hbf 15:52,15:43,,2021-12-24 14:47:51.564680
Bruchsal,15:40,Bus 125,"Bahnhof, Bruchsal","Bahnhof, Bruchsal 15:40 - Kaiserstraße, Bruchsal 15:43 - Käthe-Kollwitz-Schule, Bruchsal 15:45 - Krankenhaus/B3, Bruchsal 15:46",,,2021-12-24 14:47:51.566382
Bruchsal,15:40,S 33,5,Bruchsal 15:40 - Bruchsal Sportzentrum 15:41,,,2021-12-24 14:47:51.568038
Bruchsal,15:42,S 3,3b,Bruchsal 15:42 - Ubstadt-Weiher 15:46,,,2021-12-24 14:47:51.569676
Bruchsal,15:44,S 3,4,Bruchsal 15:44 - Karlsruhe-Durlach 15:54 - Karlsruhe Hbf 16:00,15:47,,2021-12-24 14:47:51.571165
Bruchsal,15:45,Bus 131,"Bahnhof, Bruchsal","Bahnhof, Bruchsal 15:45 - Kaiserstraße, Bruchsal 15:48 - Käthe-Kollwitz-Schule, Bruchsal 15:50 - Krankenhaus/B3, Bruchsal 15:51",15:45,,2021-12-24 14:47:51.572810
station,time,train,platform,route,delayedTime,information,timestampScraping
Germersheim,14:48,AST 5970,"Bahnhof, Germersheim","Bahnhof, Germersheim 14:48 - Rheinpromenade, Germersheim 14:49 - Germersheim Mitte/Rhein 14:50 - Schlachthof, Germersheim 14:51",,,2021-12-24 14:47:53.993218
Germersheim,14:49,S 3,5,Germersheim 14:49 - Lingenfeld 14:52,14:49,,2021-12-24 14:47:53.995312
Germersheim,14:49,S 33,2,Germersheim 14:49 - Germersheim Mitte/Rhein 14:51,14:49,,2021-12-24 14:47:53.997212
Germersheim,14:50,S 51,4,Germersheim 14:50 - Germersheim Mitte/Rhein 14:52,14:50,,2021-12-24 14:47:53.998886
Germersheim,14:55,AST 5970,"Bahnhof, Germersheim","Bahnhof, Germersheim 14:55 - Krankenhaus, Germersheim 14:56 - Stadion/Jobcenter, Germersheim 14:57 - Am Sportplatz, Germersheim 14:58",,,2021-12-24 14:47:54.000482
Germersheim,15:12,S 3,2,Germersheim 15:12 - Lingenfeld 15:15,15:12,,2021-12-24 14:47:54.001952
Germersheim,15:23,RE 4 (4479),4,Germersheim 15:23 - Philippsburg(Baden) 15:30 - Graben-Neudorf 15:38 - Karlsruhe Hbf 15:53,15:55,Grund: Reparatur an der Oberleitung,2021-12-24 14:47:54.003662
Germersheim,15:30,Bus 550,"Bahnhof, Germersheim","Bahnhof, Germersheim 15:30 - Straßen-Museum, Germersheim 15:32 - Paradeplatz, Germersheim 15:34 - Stadthalle, Germersheim 15:36",15:30,Änderung im Fahrtverlauf!,2021-12-24 14:47:54.005076
Germersheim,15:35,AST 5970,"Bahnhof, Germersheim","Bahnhof, Germersheim 15:35 - Münchner Straße, Germersheim 15:36 - Industriegebiet/Mainzer Str., Germersheim 15:37 - Daimler Tor 1, Germersheim 15:39",,,2021-12-24 14:47:54.006489
Germersheim,15:44,AST 5970,"Bahnhof, Germersheim","Bahnhof, Germersheim 15:44 - Industriegebiet/Mainzer Str., Germersheim 15:47 - Daimler Tor 1, Germersheim 15:49 - Daimler AG Tor 3, Germersheim 15:51",,,2021-12-24 14:47:54.007942
station,time,train,platform,route,delayedTime,information,timestampScraping
Heidelberg,14:46,EC 218,3,Heidelberg Hbf 14:46 - Weinheim(Bergstr)Hbf 14:58 - Bensheim 15:08 - Darmstadt Hbf 15:22 - Frankfurt(Main)Hbf 15:40,14:53,Grund: Beschädigung einer Brücke,2021-12-24 14:48:01.398548
Heidelberg,14:48,S 3,8,Heidelberg Hbf 14:48 - Heidelberg-Kirchheim/Rohrbach 14:50,14:48,,2021-12-24 14:48:01.403001
Heidelberg,14:48,Bus 34,"Hauptbahnhof, Heidelberg","Hauptbahnhof, Heidelberg 14:48 - Stadtwerke, Heidelberg 14:50 - Campus Bergheim, Heidelberg 14:52 - Altes Hallenbad, Heidelberg 14:53",,,2021-12-24 14:48:01.405163
Heidelberg,14:48,RNV 5,"Hauptbahnhof, Heidelberg","Hauptbahnhof, Heidelberg 14:48 - Stadtwerke, Heidelberg 14:49",14:48,Änderung im Fahrtverlauf!,2021-12-24 14:48:01.407354
Heidelberg,14:49,RE 10b (19277),4,Heidelberg Hbf 14:49 - Neckargemünd 14:59 - Meckesheim 15:06 - Sinsheim(Elsenz) Hbf 15:13 - Bad Rappenau 15:25 - Bad Wimpfen 15:31 - Bad Friedrichshall Hbf 15:36 - Neckarsulm 15:43 - Heilbronn Hbf 15:49,14:50,,2021-12-24 14:48:01.409526
Heidelberg,14:49,Bus 720,"Hauptbahnhof, Heidelberg","Hauptbahnhof, Heidelberg 14:49 - Stadtwerke, Heidelberg 14:52",,,2021-12-24 14:48:01.411327
Heidelberg,14:50,STR 22,"Bahnstadt Hauptbahnhof Süd, Heidelberg","Bahnstadt Hauptbahnhof Süd, Heidelberg 14:50 - Bahnstadt Gadamerplatz, Heidelberg 14:51",14:50,,2021-12-24 14:48:01.413097
Heidelberg,14:52,Bus 33,"Hauptbahnhof, Heidelberg","Hauptbahnhof, Heidelberg 14:52 - Montpellierbrücke, Heidelberg 14:55 - Mary-Somerville-Platz (hip), Heidelberg 14:57 - Innovation Park (hip), Heidelberg 14:58",14:52,,2021-12-24 14:48:01.414818
Heidelberg,14:52,STR 24,"Hauptbahnhof, Heidelberg","Hauptbahnhof, Heidelberg 14:52 - Betriebshof, Heidelberg 14:54",14:52,,2021-12-24 14:48:01.416617
Heidelberg,14:53,STR 24,"Hauptbahnhof, Heidelberg","Hauptbahnhof, Heidelberg 14:53 - Stadtwerke, Heidelberg 14:54",14:53,,2021-12-24 14:48:01.418475
Heidelberg,14:53,Bus 34,"Hauptbahnhof, Heidelberg","Hauptbahnhof, Heidelberg 14:53 - Betriebshof, Heidelberg 14:54 - Gneisenaustraße, Heidelberg 14:56 - Neckarspitze, Heidelberg 14:57",,,2021-12-24 14:48:01.420162
Heidelberg,14:54,Bus 20,"Hauptbahnhof, Heidelberg","Hauptbahnhof, Heidelberg 14:54 -",14:54,Änderung im Fahrtverlauf!,2021-12-24 14:48:01.421911
Heidelberg,14:54,STR 22,"Bahnstadt Hauptbahnhof Süd, Heidelberg","Bahnstadt Hauptbahnhof Süd, Heidelberg 14:54 - Montpellierbrücke, Heidelberg 14:56 - Ringstraße, Heidelberg 14:57 -",14:54,Änderung im Fahrtverlauf!,2021-12-24 14:48:01.423563
Heidelberg,14:55,S 1,7,Heidelberg Hbf 14:55 - Heidelberg-Weststadt/Südstadt 14:56,14:58,,2021-12-24 14:48:01.425046
Heidelberg,14:55,Bus 20,"Hauptbahnhof, Heidelberg","Hauptbahnhof, Heidelberg 14:55 - Betriebshof, Heidelberg 14:57 - Neuenheim Jahnstraße, Heidelberg 14:59 - Neuenheim Kirschnerstraße, Heidelberg 15:01",14:55,,2021-12-24 14:48:01.426688
Heidelberg,14:56,Bus 32,"Hauptbahnhof, Heidelberg","Hauptbahnhof, Heidelberg 14:56 -",14:56,Änderung im Fahrtverlauf!,2021-12-24 14:48:01.428433
Heidelberg,14:57,STR 26,"Bahnstadt Hauptbahnhof Süd, Heidelberg","Bahnstadt Hauptbahnhof Süd, Heidelberg 14:57 - Rudolf-Diesel-Straße, Heidelberg 14:59",14:57,,2021-12-24 14:48:01.430273
Heidelberg,14:57,STR 26,"Bahnstadt Hauptbahnhof Süd, Heidelberg","Bahnstadt Hauptbahnhof Süd, Heidelberg 14:57 - Bahnstadt Gadamerplatz, Heidelberg 14:58",14:57,,2021-12-24 14:48:01.432245
Heidelberg,14:57,RNV 5,"Hauptbahnhof, Heidelberg","Hauptbahnhof, Heidelberg 14:57 - Gneisenaustraße Süd, Heidelberg 14:58",,,2021-12-24 14:48:01.434139
Heidelberg,14:58,RNV 5,"Hauptbahnhof, Heidelberg","Hauptbahnhof, Heidelberg 14:58 - Stadtwerke, Heidelberg 14:59 -",14:58,Änderung im Fahrtverlauf!,2021-12-24 14:48:01.436303
Heidelberg,14:59,Bus 717,"Hauptbahnhof, Heidelberg","Hauptbahnhof, Heidelberg 14:59 - Stadtwerke, Heidelberg 15:01",14:59,,2021-12-24 14:48:01.438263
Heidelberg,15:00,Bus 717,"Hauptbahnhof, Heidelberg","Hauptbahnhof, Heidelberg 15:00 - Montpellierbrücke B, Heidelberg 15:03 - SNP dome, Heidelberg 15:05 - Pleikartsförsterhof, Heidelberg 15:06",,,2021-12-24 14:48:01.439887
Heidelberg,15:00,Bus 721,"Bahnstadt Hauptbahnhof Süd, Heidelberg","Bahnstadt Hauptbahnhof Süd, Heidelberg 15:00 - Czernybrücke, Heidelberg 15:03 - Betriebshof, Heidelberg 15:05 - Neuenheim Jahnstraße, Heidelberg 15:07 - Neuenheim Bunsengymnasium Steig E, Heidelberg 15:08",15:02,,2021-12-24 14:48:01.441770
Heidelberg,15:00,STR 22,"Bahnstadt Hauptbahnhof Süd, Heidelberg","Bahnstadt Hauptbahnhof Süd, Heidelberg 15:00 - Bahnstadt Gadamerplatz, Heidelberg 15:01",15:00,,2021-12-24 14:48:01.443604
Heidelberg,15:01,S 5,3,Heidelberg Hbf 15:01 - Heidelberg-Weststadt/Südstadt 15:02,15:01,,2021-12-24 14:48:01.444953
Heidelberg,15:01,Bus 720,"Hauptbahnhof, Heidelberg","Hauptbahnhof, Heidelberg 15:01 - Montpellierbrücke B, Heidelberg 15:04 - SNP dome, Heidelberg 15:06 - Kirchheim Im Bieth, Heidelberg 15:08",,,2021-12-24 14:48:01.446230
